,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-17.73,-15.13,-10.09,-14.54,-26.75,11.87,7.85,4.62
DCC_joint,,-17.73,,3.43,1.65,2.13,-13.47,42.30,33.24,36.63
DCC_bivariate_loop,,-15.13,3.43,,-0.21,-0.83,-16.31,38.38,29.81,32.13
SW_cross_validated,,-10.09,1.65,-0.21,,-0.30,-9.77,19.87,16.81,15.00
SW_15,,-14.54,2.13,-0.83,-0.30,,-13.94,33.35,26.82,26.98
SW_30,,-26.75,-13.47,-16.31,-9.77,-13.94,,48.80,41.28,44.00
SW_60,,11.87,42.30,38.38,19.87,33.35,48.80,,-4.66,-13.90
SW_120,,7.85,33.24,29.81,16.81,26.82,41.28,-4.66,,-6.16
sFC,,4.62,36.63,32.13,15.00,26.98,44.00,-13.90,-6.16,
