,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-8.84,-14.28,-12.67,-14.06,-20.96,6.36,3.77,6.95
DCC_joint,,-8.84,,-7.42,-6.88,-7.78,-16.27,22.90,18.30,26.78
DCC_bivariate_loop,,-14.28,-7.42,,-1.78,-1.58,-9.50,30.47,25.72,35.08
SW_cross_validated,,-12.67,-6.88,-1.78,,0.44,-5.31,21.20,18.63,22.41
SW_15,,-14.06,-7.78,-1.58,0.44,,-6.78,25.97,22.50,28.32
SW_30,,-20.96,-16.27,-9.50,-5.31,-6.78,,36.77,32.62,40.60
SW_60,,6.36,22.90,30.47,21.20,25.97,36.77,,-4.09,0.32
SW_120,,3.77,18.30,25.72,18.63,22.50,32.62,-4.09,,5.27
sFC,,6.95,26.78,35.08,22.41,28.32,40.60,0.32,5.27,
