,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.26,0.19,1.16,1.09,1.32,1.75,1.61,1.60
DCC_joint,,0.26,,0.17,1.64,1.65,2.16,5.11,4.37,5.37
DCC_bivariate_loop,,0.19,0.17,,1.76,1.78,2.30,4.86,4.16,5.07
SW_cross_validated,,1.16,1.64,1.76,,0.16,0.18,5.38,4.92,5.39
SW_15,,1.09,1.65,1.78,0.16,,0.38,5.97,5.37,6.12
SW_30,,1.32,2.16,2.30,0.18,0.38,,6.83,6.11,7.13
SW_60,,1.75,5.11,4.86,5.38,5.97,6.83,,0.31,0.76
SW_120,,1.61,4.37,4.16,4.92,5.37,6.11,0.31,,0.24
sFC,,1.60,5.37,5.07,5.39,6.12,7.13,0.76,0.24,
