,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.08,1.00,0.35,2.14,0.65,0.35,0.05,1.88
DCC_joint,,1.08,,0.18,2.48,7.32,3.75,3.09,1.80,1.76
DCC_bivariate_loop,,1.00,0.18,,2.35,7.24,3.62,2.95,1.67,1.97
SW_cross_validated,,0.35,2.48,2.35,,3.08,0.48,0.03,0.64,3.87
SW_15,,2.14,7.32,7.24,3.08,,3.34,4.01,3.97,9.27
SW_30,,0.65,3.75,3.62,0.48,3.34,,0.64,1.25,5.54
SW_60,,0.35,3.09,2.95,0.03,4.01,0.64,,0.72,4.87
SW_120,,0.05,1.80,1.67,0.64,3.97,1.25,0.72,,3.24
sFC,,1.88,1.76,1.97,3.87,9.27,5.54,4.87,3.24,
