,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-12.21,-7.24,7.63,19.95,-4.07,7.76,3.34,-7.32
DCC_joint,,-12.21,,5.26,20.77,35.50,8.13,22.88,15.70,6.13
DCC_bivariate_loop,,-7.24,5.26,,15.53,29.48,3.08,16.80,10.72,0.41
SW_cross_validated,,7.63,20.77,15.53,,12.00,-11.97,-0.71,-4.17,-16.15
SW_15,,19.95,35.50,29.48,12.00,,-24.96,-14.25,-16.13,-31.21
SW_30,,-4.07,8.13,3.08,-11.97,-24.96,,12.64,7.45,-2.90
SW_60,,7.76,22.88,16.80,-0.71,-14.25,12.64,,-3.92,-17.77
SW_120,,3.34,15.70,10.72,-4.17,-16.13,7.45,-3.92,,-11.01
sFC,,-7.32,6.13,0.41,-16.15,-31.21,-2.90,-17.77,-11.01,
