,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.66,-3.58,4.95,23.07,11.75,5.37,7.82,2.13
DCC_joint,,0.66,,-9.82,6.61,44.10,21.51,9.18,17.69,4.69
DCC_bivariate_loop,,-3.58,-9.82,,11.17,46.37,26.18,15.11,23.37,13.94
SW_cross_validated,,4.95,6.61,11.17,,19.82,6.90,-0.38,2.01,-4.98
SW_15,,23.07,44.10,46.37,19.82,,-17.12,-26.82,-28.40,-43.18
SW_30,,11.75,21.51,26.18,6.90,-17.12,,-9.61,-7.90,-19.70
SW_60,,5.37,9.18,15.11,-0.38,-26.82,-9.61,,3.46,-6.90
SW_120,,7.82,17.69,23.37,2.01,-28.40,-7.90,3.46,,-15.29
sFC,,2.13,4.69,13.94,-4.98,-43.18,-19.70,-6.90,-15.29,
