,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.84,0.81,1.34,3.62,1.41,1.16,0.75,0.43
DCC_joint,,0.84,,0.02,2.75,6.41,3.03,2.76,1.92,0.49
DCC_bivariate_loop,,0.81,0.02,,2.68,6.22,2.95,2.67,1.87,0.46
SW_cross_validated,,1.34,2.75,2.68,,2.49,0.02,0.33,0.63,2.12
SW_15,,3.62,6.41,6.22,2.49,,2.78,3.23,3.13,5.23
SW_30,,1.41,3.03,2.95,0.02,2.78,,0.34,0.66,2.30
SW_60,,1.16,2.76,2.67,0.33,3.23,0.34,,0.38,2.02
SW_120,,0.75,1.92,1.87,0.63,3.13,0.66,0.38,,1.39
sFC,,0.43,0.49,0.46,2.12,5.23,2.30,2.02,1.39,
