,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,0.31,4.24,10.23,7.01,4.68,3.76,0.55
DCC_bivariate_loop,,,0.31,,3.68,9.39,6.28,4.08,3.32,0.84
SW_cross_validated,,,4.24,3.68,,6.79,3.01,0.46,0.15,4.90
SW_15,,,10.23,9.39,6.79,,4.07,6.39,5.53,10.95
SW_30,,,7.01,6.28,3.01,4.07,,2.56,2.31,7.73
SW_60,,,4.68,4.08,0.46,6.39,2.56,,0.23,5.35
SW_120,,,3.76,3.32,0.15,5.53,2.31,0.23,,4.31
sFC,,,0.55,0.84,4.90,10.95,7.73,5.35,4.31,
