,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,5.82,7.73,35.24,181.97,88.50,57.37,26.14,5.59
DCC_joint,,5.82,,2.62,26.30,158.20,78.76,49.20,22.71,-0.09
DCC_bivariate_loop,,7.73,2.62,,19.47,128.59,67.71,41.26,20.17,-2.65
SW_cross_validated,,35.24,26.30,19.47,,150.93,62.15,29.87,10.16,-25.75
SW_15,,181.97,158.20,128.59,150.93,,-48.19,-83.81,-51.75,-153.94
SW_30,,88.50,78.76,67.71,62.15,-48.19,,-27.96,-23.57,-77.55
SW_60,,57.37,49.20,41.26,29.87,-83.81,-27.96,,-6.17,-48.45
SW_120,,26.14,22.71,20.17,10.16,-51.75,-23.57,-6.17,,-22.62
sFC,,5.59,-0.09,-2.65,-25.75,-153.94,-77.55,-48.45,-22.62,
