,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.29,0.70,0.63,2.83,0.57,1.96,1.45,0.90
DCC_joint,,0.29,,1.36,0.51,3.39,0.44,2.48,1.61,1.06
DCC_bivariate_loop,,0.70,1.36,,1.42,4.02,1.39,3.27,2.45,2.26
SW_cross_validated,,0.63,0.51,1.42,,2.20,0.08,1.24,0.79,0.06
SW_15,,2.83,3.39,4.02,2.20,,2.35,1.31,1.52,2.94
SW_30,,0.57,0.44,1.39,0.08,2.35,,1.38,0.90,0.17
SW_60,,1.96,2.48,3.27,1.24,1.31,1.38,,0.40,1.87
SW_120,,1.45,1.61,2.45,0.79,1.52,0.90,0.40,,1.03
sFC,,0.90,1.06,2.26,0.06,2.94,0.17,1.87,1.03,
