,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.31,5.46,3.43,3.09,4.63,4.23,0.77,1.20
DCC_joint,,1.31,,6.43,3.01,3.68,5.19,4.74,0.09,0.18
DCC_bivariate_loop,,5.46,6.43,,7.28,1.01,0.64,0.50,5.59,6.37
SW_cross_validated,,3.43,3.01,7.28,,4.69,6.05,5.59,2.30,3.09
SW_15,,3.09,3.68,1.01,4.69,,1.43,1.28,3.35,3.64
SW_30,,4.63,5.19,0.64,6.05,1.43,,0.10,4.83,5.16
SW_60,,4.23,4.74,0.50,5.59,1.28,0.10,,4.44,4.71
SW_120,,0.77,0.09,5.59,2.30,3.35,4.83,4.44,,0.01
sFC,,1.20,0.18,6.37,3.09,3.64,5.16,4.71,0.01,
