,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.45,1.91,0.53,1.94,2.83,0.16,0.00,0.00
DCC_joint,,1.45,,0.49,0.40,0.84,1.57,1.68,1.21,1.75
DCC_bivariate_loop,,1.91,0.49,,0.72,0.44,1.12,2.14,1.60,2.26
SW_cross_validated,,0.53,0.40,0.72,,0.98,1.50,0.64,0.48,0.57
SW_15,,1.94,0.84,0.44,0.98,,0.53,2.11,1.74,2.14
SW_30,,2.83,1.57,1.12,1.50,0.53,,3.05,2.47,3.20
SW_60,,0.16,1.68,2.14,0.64,2.11,3.05,,0.13,0.20
SW_120,,0.00,1.21,1.60,0.48,1.74,2.47,0.13,,0.00
sFC,,0.00,1.75,2.26,0.57,2.14,3.20,0.20,0.00,
