,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,,,,,,,,
DCC_joint,,,,0.40,1.83,8.24,4.97,2.87,1.71,0.15
DCC_bivariate_loop,,,0.40,,1.37,7.51,4.35,2.33,1.30,0.56
SW_cross_validated,,,1.83,1.37,,6.26,2.95,0.87,0.03,2.01
SW_15,,,8.24,7.51,6.26,,3.86,6.10,5.63,8.63
SW_30,,,4.97,4.35,2.95,3.86,,2.34,2.64,5.27
SW_60,,,2.87,2.33,0.87,6.10,2.34,,0.76,3.11
SW_120,,,1.71,1.30,0.03,5.63,2.64,0.76,,1.88
sFC,,,0.15,0.56,2.01,8.63,5.27,3.11,1.88,
