,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.28,0.85,0.44,2.60,0.40,1.98,1.38,0.93
DCC_joint,,0.28,,1.59,0.28,3.30,0.22,2.78,1.62,1.20
DCC_bivariate_loop,,0.85,1.59,,1.48,4.15,1.51,3.77,2.71,2.64
SW_cross_validated,,0.44,0.28,1.48,,2.39,0.07,1.68,1.02,0.45
SW_15,,2.60,3.30,4.15,2.39,,2.63,1.17,1.49,2.78
SW_30,,0.40,0.22,1.51,0.07,2.63,,1.93,1.17,0.61
SW_60,,1.98,2.78,3.77,1.68,1.17,1.93,,0.57,2.10
SW_120,,1.38,1.62,2.71,1.02,1.49,1.17,0.57,,0.92
sFC,,0.93,1.20,2.64,0.45,2.78,0.61,2.10,0.92,
