,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,-1.89,-1.04,1.25,7.50,0.07,-1.91,3.75,-0.42
DCC_joint,,-1.89,,0.28,2.39,7.50,1.28,-0.42,4.03,1.68
DCC_bivariate_loop,,-1.04,0.28,,1.64,6.23,0.84,-0.61,2.74,0.89
SW_cross_validated,,1.25,2.39,1.64,,5.70,-0.72,-2.40,1.29,-1.47
SW_15,,7.50,7.50,6.23,5.70,,-5.61,-6.94,-5.33,-7.67
SW_30,,0.07,1.28,0.84,-0.72,-5.61,,-1.49,1.80,-0.23
SW_60,,-1.91,-0.42,-0.61,-2.40,-6.94,-1.49,,3.61,1.76
SW_120,,3.75,4.03,2.74,1.29,-5.33,1.80,3.61,,-4.09
sFC,,-0.42,1.68,0.89,-1.47,-7.67,-0.23,1.76,-4.09,
