,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1.00,-0.13,0.33,-0.07,0.27,0.06,-0.07,0.16,0.13,0.11,-0.05,0.22,-0.05,-0.10,-0.14
1,-0.13,1.00,-0.10,0.11,-0.06,0.01,0.15,-0.36,0.14,0.22,0.05,-0.12,0.02,-0.05,-0.01
2,0.33,-0.10,1.00,0.08,0.17,0.02,-0.09,0.13,0.15,0.00,-0.13,0.08,-0.05,0.17,0.01
3,-0.07,0.11,0.08,1.00,-0.21,0.08,0.18,0.02,0.04,-0.01,0.17,-0.07,0.12,0.21,0.15
4,0.27,-0.06,0.17,-0.21,1.00,-0.03,-0.18,0.18,0.02,0.16,-0.22,0.39,-0.11,-0.22,-0.20
5,0.06,0.01,0.02,0.08,-0.03,1.00,0.19,0.12,0.13,0.05,0.07,0.07,0.15,-0.02,-0.03
6,-0.07,0.15,-0.09,0.18,-0.18,0.19,1.00,0.03,0.07,0.12,0.14,-0.10,0.25,0.10,0.04
7,0.16,-0.36,0.13,0.02,0.18,0.12,0.03,1.00,-0.09,0.02,-0.04,0.22,0.14,0.05,0.12
8,0.13,0.14,0.15,0.04,0.02,0.13,0.07,-0.09,1.00,0.02,-0.08,0.04,-0.01,0.12,-0.11
9,0.11,0.22,0.00,-0.01,0.16,0.05,0.12,0.02,0.02,1.00,-0.05,0.04,0.08,-0.13,-0.14
10,-0.05,0.05,-0.13,0.17,-0.22,0.07,0.14,-0.04,-0.08,-0.05,1.00,0.06,0.07,0.13,0.05
11,0.22,-0.12,0.08,-0.07,0.39,0.07,-0.10,0.22,0.04,0.04,0.06,1.00,-0.05,-0.05,-0.21
12,-0.05,0.02,-0.05,0.12,-0.11,0.15,0.25,0.14,-0.01,0.08,0.07,-0.05,1.00,0.10,0.17
13,-0.10,-0.05,0.17,0.21,-0.22,-0.02,0.10,0.05,0.12,-0.13,0.13,-0.05,0.10,1.00,0.12
14,-0.14,-0.01,0.01,0.15,-0.20,-0.03,0.04,0.12,-0.11,-0.14,0.05,-0.21,0.17,0.12,1.00
