,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,8.60,11.56,26.59,78.61,50.03,34.29,24.38,8.63
DCC_joint,,8.60,,3.93,21.59,85.33,50.08,30.93,19.24,0.35
DCC_bivariate_loop,,11.56,3.93,,16.63,75.25,42.63,24.72,15.07,-3.44
SW_cross_validated,,26.59,21.59,16.63,,57.70,24.86,6.56,0.33,-20.38
SW_15,,78.61,85.33,75.25,57.70,,-36.35,-57.70,-49.32,-80.63
SW_30,,50.03,50.08,42.63,24.86,-36.35,,-20.62,-21.16,-47.27
SW_60,,34.29,30.93,24.72,6.56,-57.70,-20.62,,-5.32,-29.03
SW_120,,24.38,19.24,15.07,0.33,-49.32,-21.16,-5.32,,-18.34
sFC,,8.63,0.35,-3.44,-20.38,-80.63,-47.27,-29.03,-18.34,
