,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.000,0.000,0.000,0.000,0.001,0.175,0.000,0.063
DCC_joint,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DCC_bivariate_loop,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000
SW_cross_validated,,0.000,0.000,0.000,,0.000,0.224,0.003,0.010,0.000
SW_15,,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000
SW_30,,0.001,0.000,0.000,0.224,0.000,,0.017,0.000,0.000
SW_60,,0.175,0.000,0.000,0.003,0.000,0.017,,0.000,0.001
SW_120,,0.000,0.000,0.000,0.010,0.000,0.000,0.000,,0.000
sFC,,0.063,0.000,0.000,0.000,0.000,0.000,0.001,0.000,
