,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,-,nan,nan,nan,nan,nan,nan,nan,nan,nan
SVWP_joint,nan,-,0.023,1.,1.,1.,1.,1.,0.0000,0.0000
DCC_joint,nan,-4.1233,-,0.0122,0.0002,0.0051,0.0000,0.0000,0.0000,0.0000
DCC_bivariate_loop,nan,-2.2724,4.4089,-,0.7069,1.,0.0002,0.0230,0.0000,0.0000
SW_cross_validated,nan,-0.9952,6.4181,2.5611,-,1.,0.2216,1.,0.0000,0.0000
SW_15,nan,-1.4819,4.8027,1.3265,-0.9123,-,0.0459,1.,0.0000,0.0000
SW_30,nan,0.5027,10.9279,6.4576,3.1018,3.8127,-,0.1483,0.0000,0.0000
SW_60,nan,-0.7544,9.2841,4.1226,0.6436,1.6544,-3.2846,-,0.0000,0.0000
SW_120,nan,-9.2754,-13.5009,-18.0386,-18.0224,-15.0388,-24.9742,-26.2428,-,1.
sFC,nan,-9.6895,-17.5496,-22.9517,-21.2432,-17.1748,-31.3109,-37.7993,-0.6443,-
