,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1.000,-0.085,0.327,0.017,0.217,0.085,-0.026,0.109,0.168,0.126,-0.037,0.182,-0.052,-0.085,-0.132
1,-0.085,1.000,-0.090,0.096,-0.073,0.043,0.155,-0.306,0.130,0.250,0.033,-0.122,0.018,-0.066,-0.014
2,0.327,-0.090,1.000,0.113,0.222,-0.000,-0.090,0.096,0.171,0.014,-0.124,0.074,-0.060,0.177,-0.011
3,0.017,0.096,0.113,1.000,-0.048,0.069,0.137,0.017,0.067,0.008,0.107,0.014,0.064,0.137,0.068
4,0.217,-0.073,0.222,-0.048,1.000,-0.027,-0.130,0.238,0.043,0.150,-0.224,0.318,-0.055,-0.123,-0.095
5,0.085,0.043,-0.000,0.069,-0.027,1.000,0.181,0.123,0.105,0.088,0.035,0.081,0.146,-0.056,-0.055
6,-0.026,0.155,-0.090,0.137,-0.130,0.181,1.000,0.013,0.085,0.104,0.156,-0.048,0.235,0.063,-0.000
7,0.109,-0.306,0.096,0.017,0.238,0.123,0.013,1.000,-0.086,0.014,-0.043,0.241,0.144,0.031,0.110
8,0.168,0.130,0.171,0.067,0.043,0.105,0.085,-0.086,1.000,0.006,-0.091,0.034,-0.011,0.114,-0.137
9,0.126,0.250,0.014,0.008,0.150,0.088,0.104,0.014,0.006,1.000,-0.042,0.021,0.072,-0.128,-0.148
10,-0.037,0.033,-0.124,0.107,-0.224,0.035,0.156,-0.043,-0.091,-0.042,1.000,0.076,0.017,0.116,0.044
11,0.182,-0.122,0.074,0.014,0.318,0.081,-0.048,0.241,0.034,0.021,0.076,1.000,-0.014,0.005,-0.160
12,-0.052,0.018,-0.060,0.064,-0.055,0.146,0.235,0.144,-0.011,0.072,0.017,-0.014,1.000,0.065,0.165
13,-0.085,-0.066,0.177,0.137,-0.123,-0.056,0.063,0.031,0.114,-0.128,0.116,0.005,0.065,1.000,0.089
14,-0.132,-0.014,-0.011,0.068,-0.095,-0.055,-0.000,0.110,-0.137,-0.148,0.044,-0.160,0.165,0.089,1.000
