,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,0.42,0.47,0.75,3.05,1.63,0.83,0.39,1.69
DCC_joint,,0.42,,0.11,2.02,8.88,4.99,2.91,1.65,2.71
DCC_bivariate_loop,,0.47,0.11,,2.08,8.85,5.03,2.98,1.73,2.58
SW_cross_validated,,0.75,2.02,2.08,,3.75,1.33,0.01,0.62,3.93
SW_15,,3.05,8.88,8.85,3.75,,3.93,5.76,5.65,10.86
SW_30,,1.63,4.99,5.03,1.33,3.93,,1.97,2.53,7.34
SW_60,,0.83,2.91,2.98,0.01,5.76,1.97,,0.85,5.38
SW_120,,0.39,1.65,1.73,0.62,5.65,2.53,0.85,,3.95
sFC,,1.69,2.71,2.58,3.93,10.86,7.34,5.38,3.95,
