,VWP_joint,SVWP_joint,DCC_joint,DCC_bivariate_loop,SW_cross_validated,SW_15,SW_30,SW_60,SW_120,sFC
VWP_joint,,,,,,,,,,
SVWP_joint,,,1.18,0.87,4.12,17.09,10.51,6.20,4.15,-3.06
DCC_joint,,1.18,,-0.48,4.02,30.62,16.61,8.12,4.79,-6.60
DCC_bivariate_loop,,0.87,-0.48,,4.21,28.73,16.03,8.16,4.99,-5.87
SW_cross_validated,,4.12,4.02,4.21,,9.52,4.03,0.57,-1.22,-7.58
SW_15,,17.09,30.62,28.73,9.52,,-13.08,-17.23,-20.57,-32.95
SW_30,,10.51,16.61,16.03,4.03,-13.08,,-6.25,-9.52,-21.16
SW_60,,6.20,8.12,8.16,0.57,-17.23,-6.25,,-2.95,-13.31
SW_120,,4.15,4.79,4.99,-1.22,-20.57,-9.52,-2.95,,-10.29
sFC,,-3.06,-6.60,-5.87,-7.58,-32.95,-21.16,-13.31,-10.29,
